ID_publikacji	Autor	Tytul	Wydawnictwo	Rok wydania	Format	Cena	ID_dziedziny
e391	Redakcja: Jacek Wasilewski	Wspolczesne spoleczenstwo polskie. Dynamika zmian	Wydawnictwo Naukowe Scholar 	2006	pdf	32.99	d07
e1828	Piotr Galka, Pawel Galka	Podstawy programowania mikrokontrolera 8051. 	Wydawnictwo Naukowe PWN 	2012	epub	4.99	d02
e762	Praca zbiorowa	System finansowy w Polsce, t. 2. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d01
e312	Rafal Janus	Excel w praktyce, 7/14	Wiedza i Praktyka 	2014	pdf	91.99	d02
a870	Henryk Sienkiewicz	Z pamietnika poznanskiego nauczyciela 	PROMATEK 	2012	mp3	9.99	d04
e877	John Sharp	Microsoft Visual C# 2012 Krok po kroku. 	Promise 	2016	pdf	75.99	d02
e918	Adam Konefal	Udzial fizyki jadrowej w rozwiazywaniu problemow wspolczesnej radioterapii. 	Uniwersytet Slaski 	2014	pdf	5.99	d06
a1683	Mariusz Urbanek	Romans biurkowy, czyli 99 dni z zycia korporacji 	Studio Emka 	2012	mp3	22.99	d03
e1078	Jacek Matulewski, Tomasz Dziubak, Marcin Sylwestrzak, Radoslaw Ploszajczak	Grafika. Fizyka. Metody numeryczne. Symulacje fizyczne z wizualizacja 3D	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d02
a1152	Brian Tracy	Potega pewnosci siebie. Doskonale wyniki w kazdej dziedzinie zycia!	MT Biznes 	2013	mp3	27.99	d01
e1897	R.P. Feynman, R.B. Leighton, M. Sands	Feynmana wyklady z fizyki. Tom 3. Mechanika kwantowa. 	Wydawnictwo Naukowe PWN 	2014	epub	4.99	d06
e1464	Diana Dryglas	Ksztaltowanie produktu turystycznego uzdrowisk w Polsce. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2006	epub	4.99	d01
e1562	Andrzej Zieba	Analiza danych w naukach scislych i technice. 	Wydawnictwo Naukowe PWN 	2014	epub	4.99	d02
e693	Czeslaw Bartula	Podstawowe wiadomosci z gramatyki staro-cerkiewno-slowianskiej na tle porownawczym. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d05
e779	Leonard Lobel, Andrew J. Brust, Stephen Forte	Programowanie Microsoft SQL Server 2008 Tom 1 i 2. Pakiet	Promise 	2016	pdf	132.99	d02
e928	Czeslaw Grabarczyk	Mechanika gazow. Jednowymiarowe przeplywy ustalone	Wydawnictwo WNT 	2012	epub	4.99	d06
e1756	Jozef Pfaff	Wplyw rewizji finansowej na wiarygodnosc sprawozdania finansowego. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2008	epub	4.99	d01
a490	Franceska Michalska	Cala radosc zycia Na Wolyniu, w Kazachstanie, w Polsce 	NOIR SUR BLANC 	2013	mp3	16.99	d03
e1671	Marzena Stor	Strategiczne miedzynarodowe zarzadzanie zasobami ludzkimi. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2011	epub	4.99	d01
e1283	Krzysztof Jajuga, Teresa Jajuga	Inwestycje. Instrumenty finansowe, aktywa niefinansowe, ryzyko finansowe, inzynieria finansowa. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e1868	Wieslaw Debski	Rynek finansowy i jego mechanizmy. Podstawy teorii i praktyki	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d01
a1250	Leon Leyson	Chlopiec z listy Schindlera 	Proszynski Media 	2016	mp3	20.99	d03
a1334	Lawrence Grobel	Al Pacino Rozmowy 	Heraclon 	2015	mp3	20.99	d03
e1194	Krzysztof Barteczko	JAVA. Uniwersalne techniki programowania. 	Wydawnictwo Naukowe PWN 	2015	epub	38.99	d02
e835	Maria Kotlowska, Asja Kozak	O pomiarach fizycznych. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2008	mobi	4.99	d06
a1641	Zbigniew Flisowski	Czwarta czterdziesci piec. 	Audioclub.pl/Bellona 	2007	mp3	11.99	d05
a278	Jerzy Pilch	Dziennik 	Wielka Litera 	2012	mp3	25.99	d03
e1974	Janusz Turowski	Podstawy mechatroniki. 	Akademia Humanistyczno-Ekonomiczna 	2011	epub	38.99	d02
a115	Tadeusz Biedzki	Dziesiec bram swiata 	Heraclon 	2015	mp3	20.99	d03
e456	Mieczyslaw Plopa	Wiezi w malzenstwie i rodzinie. Metody badan	Oficyna Wydawnicza IMPULS 	2008	pdf	24.99	d07
a224	Hanna Cygler	Glowa aniola 	Heraclon 	2015	mp3	15.99	d04
e1673	Ian Stewart	Wielkie problemy matematyczne. 	Proszynski Media 	2014	multiformat	29.99	d06
e363	Jan Cofalka	Ksiega Slazakow. 	Wydawnictwo Naukowe Scholar 	2009	pdf	27.99	d05
e1007	Tomasz Gorski	Platformy integracyjne Zagadnienia wybrane. 	Wydawnictwo Naukowe PWN 	2012	epub	4.99	d02
e1976	Anna Zielinska-Glebocka, Tomasz Rynarzewski	Miedzynarodowe stosunki gospodarcze. Teoria wymiany i polityki handlu miedzynarodowego. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
a508	Bernard Cornwell	Piesn lukow Azincourt. 	Aleksandria 	2012	mp3	33.99	d01
a936	Lennart Rosell	Techniki sprzedazy O sztuce sprzedawania 	BL INFO, 	2010	mp3	37.99	d07
e309	Urszula Kierczak	Koncepcja edukacji fizycznej 4-6 Poradnik metodyczny. Zdrowie - Sport - Rekreacja Szkola podstawowa	Oficyna Wydawnicza IMPULS 	2012	multiformat	16.99	d07
e939	Emil Zola	Nana. 	Literatura Net Pl 	2000	epub	5.99	d04
e1498	Eugenia Mandal	Milosc, wladza i manipulacja w bliskich zwiazkach. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e1912	Karol May	Traper Sepi Dziob. Jego Krolewska Mosc. 	SMPB 	2011	epub	18.99	d04
e676	Alicja Glebocka	Niezadowolenie z wygladu a rozpaczliwa kontrola wagi. 	Oficyna Wydawnicza IMPULS 	2009	pdf	19.99	d07
a937	Malgorzata Gutowska-Adamczyk	Fortuna i namietnosci. Klatwa 	Aleksandria 	2016	mp3	33.99	d04
e1353	Robert Skiba, Patryk Miziula	Zbior zadan z analizy i algebry. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2013	pdf	20.99	d06
a1654	Wojciech Widlak	Pan Kuleczka. Spotkanie. 	Media Rodzina 	2013	mp3	8.99	d07
e738	Maria Poprzecka	Inne obrazy Oko, widzenie, sztuka. Od Albertiego do Duchampa	Slowo/Obraz Terytoria 	2013	multiformat	25.99	d06
e999	Stefan Zeromski	Syzyfowe prace	ZIELONA SOWA 	2012	epub	6.99	d04
e1450	Szymun Wroczek	Piter. 	Insignis 	2011	multiformat	25.99	d04
a1640	Rajmund Szubanski	17 wrzesnia. 	Audioclub.pl/Bellona 	2008	mp3	11.99	d05
e1801	Beata Krajewska	Instytucje wsparcia dziecka i rodziny. Zagadnienia podstawowe	Oficyna Wydawnicza IMPULS 	2009	pdf	13.99	d07
a2009	David Nicholls	Dobry poczatek 	Wielka Litera 	2012	mp3	22.99	d04
a1835	Stefan Zeromski	Przedwiosnie	Biblios 	2007	mp3	11.99	d04
e1288	Redakcja: Agata Skorzynska, Ewa Rewers	Sztuka - kapital kulturowy polskich miast. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2010	epub	4.99	d05
a1702	Jadwiga Wolowska, Renata Biernacka	Biologia - Czlowiek. Budowa ukladu nerwowego. Rozmnazanie. 	Marekas Management 	2007	mp3	4.99	d06
a1735	Stanislaw Ignacy Witkiewicz	622 upadki Bunga. czyli demoniczna kobieta	Heraclon 	2014	mp3	13.99	d04
e241	Agnieszka Szczygielska	Kapital intelektualny w gospodarce opartej na wiedzy. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2009	epub	4.99	d01
e1159	Redakcja: Jan Drabina	Religie a wojna i terroryzm. Studia Religiologica, zeszyt 36	Wydawnictwo Uniwersytetu Jagiellonskiego 	2003	mobi	4.99	d07
a349	Hanna Cygler	Grecka mozaika 	Rebis 	2014	mp3	26.99	d04
a2000	Ks.Marek Dziewiecki	Ta, ktora zyla bardziej. Karolina 	RTCK 	2014	mp3	27.99	d07
a876	Irving Stone	Pasja zycia 	Aleksandria 	2014	mp3	28.99	d03
a1006	Karol May	"Cyganie i przemytnicy. ""La Pendola"". "	SMPB 	2011	mp3	18.99	d04
e1145	Rafal Janus	Excel w praktyce, 2,16	Wiedza i Praktyka 	2016	pdf	59.99	d02
a1284	Pamela Dodd, Doug Sundheim	Zarzadzaj swoim czasem 25 sprawdzonych technik 	MT Biznes, 	2014	mp3	28.99	d07
e1567	Kamilla Marchewka-Bartkowiak	Zarzadzanie dlugiem publicznym. Teoria i praktyka panstw Unii Europejskiej	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
a1265	Iwona Banach	Szczesliwy pech 	Heraclon 	2015	mp3	17.99	d04
e1951	Tomasz Jarmuzek	Formalizacja metod tablicowych dla logik zdan i logik nazw. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2013	pdf	27.99	d06
e1942	Janusz Balicki	Imigranci z krajow muzulmanskich w Unii Europejskiej. 	Wydawnictwo Uniwersytetu Kardynala Stefana Wyszynskiego 	2010	pdf	20.99	d07
e1922	Rafal Janus	Excel w praktyce, 4/16	Wiedza i Praktyka 	2016	pdf	59.99	d02
e700	Stanislaw Owsiak	Finanse publiczne. Teoria i praktyka	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d01
e503	Jacek Klopotowski	Rachunek prawdopodobienstwa. 	BEL Studio 	2014	mobi	4.99	d06
a2070	Marcin Meller	Sprzedawca arbuzow 	Wielka Litera 	2016	mp3	25.99	d03
a621	Boguslaw Woloszanski	Twierdza Szyfrow 	Sensacje XX Wieku 	2012	mp3	37.99	d03
e920	Steinar Kvale	Prowadzenie wywiadow. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d07
e593	Jaroslaw Flis	Samorzadowe public relations. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2007	pdf	4.99	d07
e1854	Joan Lambert, Curtis Frye	Microssoft Office 2016 Krok po kroku. 	Promise 	2017	pdf	65.99	d02
e1315	Henryk Sienkiewicz	Latarnik	SMPB 	2010	mobi	18.99	d04
e1402	Wiktor Gomulicki	Malaria. 	Imprint sp. z o.o. 	2010	epub	4.99	d04
e927	Redakcja: Anna Maria Zawadzka	Psychologia zarzadzania w organizacji. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d07
e1301	Redakcja: dr Alicja Moleda	Matematyka-Arkusz egzaminu gimnazjalnego MegaMatma nr 3. 	MEGAWIEDZA 	2012	pdf	9.99	d06
e1533	Karol May	Maskarada w Moguncji. Grob Rodrigandow. 	SMPB 	2011	epub	18.99	d04
a705	Andrzej Perepeczko	Pierwsza podroz dookola swiata. 	Audioclub.pl/Bellona 	2007	mp3	11.99	d05
a1726	Roma Ligocka	Dziewczynka w czerwonym plaszczyku 	Wydawnictwo Literackie 	2010	mp3	20.99	d03
e1193	Andrzej Dziadzio	Powszechna historia prawa. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d05
a441	Claude Clament	Czerwonobrody czarodziej 2. Basnie celtyckie	Media Rodzina 	2013	mp3	12.99	d07
e367	Adam Roman	Testowanie i jakosc oprogramowania. Modele, techniki, narzedzia	Wydawnictwo Naukowe PWN 	2015	multiformat	72.99	d02
e433	Romuald Polczyk	Mechanizmy efektu dezinformacji w kontekscie zeznan swiadka naocznego. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2007	mobi	4.99	d07
a1147	Tadeusz Dolega-Mostowicz	Znachor. 	Heraclon 	2014	mp3	13.99	d04
e1425	Redakcja: Jacek Ladorucki, Zbigniew Gruszka	Informacja, biblioteka, spoleczenstwo. Z prac bibliologicznych kol naukowych w Polsce. 	Wydawnictwo Uniwersytetu Lodzkiego 	2013	pdf	13.99	d02
e1446	Helena Mniszkowna	Tredowata, t. II. 	Literatura Net Pl 	2000	mobi	5.99	d04
a355	Przemyslaw Slowinski	Najwiekszy. Opowiesc o Muhammedzie Alim 	Heraclon 	2008	mp3	13.99	d03
e540	Redakcja: P. Kulczycki, O. Hryniewicz, J. Kacprzyk	Techniki informacyjne w badaniach systemowych. 	Wydawnictwo WNT 	2007	mobi	4.99	d02
a302	Dante Alighieri	Boska Komedia 	Aleksandria 	2015	mp3	8.99	d04
e414	Leszek Rutkowski	Metody i techniki sztucznej inteligencji. Inteligencja obliczeniowa	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d02
e1923	Henryk Sienkiewicz	Quo Vadis	SMPB 	2006	epub	18.99	d04
a1680	praca zbiorowa	Zolty smok cz. 2. Basnie chinskie	Media Rodzina 	2013	mp3	12.99	d07
e1857	Rafal Janus	Excel w praktyce, 11,12/15	Wiedza i Praktyka 	2015	epub	59.99	d02
e546	Michal Januszkiewicz	W-kolo hermeneutyki literackiej. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d05
a1674	Arianna Huffington	Spelnienie 	MT Biznes, 	2014	mp3	33.99	d07
e338	Rafal Janus	Excel w praktyce, 4/15	Wiedza i Praktyka 	2015	pdf	59.99	d02
a1125	Stanislaw Antoni Wotowski	Salon baronowej Wiery 	Heraclon 	2014	mp3	13.99	d04
e745	Leokadia Oreziak	Finanse Unii Europejskiej. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d01
e1904	Ignacy Krasicki	Czapla, ryby i rak. 	Imprint sp. z o.o. 	2011	epub	4.99	d04
e304	Brian Cox, Jeff Forshaw	Kwantowy Wszechswiat. Dlaczego zdarza sie wszystko,co moze sie zdarzyc	Proszynski Media 	2014	multiformat	26.99	d06
e2056	Redakcja: Krzysztof Kania	Technologie informatyczne Firmy 2.0. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	epub	4.99	d02
e1056	Alfred Rambaud	Pierscien Cezara. 	Literatura Net Pl 	2000	epub	5.99	d04
a1423	Rudyard Kipling	Ksiega dzungli. 	Media Rodzina 	2013	mp3	20.99	d07
a982	Jodi Picoult	W naszym domu 	Proszynski Media 	2016	mp3	28.99	d04
a1862	Adam Szustak	Projekt: Judyta 	RTCK, 	2014	mp3	27.99	d07
a1067	Hans Christian Andersen	Basnie 2. 	Media Rodzina 	2013	mp3	8.99	d07
e1717	Anita Calek	Adam Mickiewicz - Juliusz Slowacki Psychobiografia naukowa. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2012	mobi	4.99	d05
e2081	Donald A. McQuarrie	Matematyka dla przyrodnikow i inzynierow, t. 1. 	Wydawnictwo Naukowe PWN 	2005	epub	4.99	d06
e1933	Eliza Orzeszkowa	O zydach i kwestii zydowskiej. 	Imprint sp. z o.o. 	2010	epub	4.99	d04
e1987	Redakcja: Iwona Chomiak-Orsa, Henryk Sroka, Jadwiga Sobieska-Karpinska	Informatyka ekonomiczna 18. Systemy informacyjne w zarzadzaniu. Zastosowania praktyczne. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2010	pdf	0	d02
a1578	Cynthia A. Montgomery	Strateg Badz takim liderem, jakiego potrzebuje twoja firma 	MT Biznes, 	2012	mp3	37.99	d07
e555	Wojciech Muszalski	Ubezpieczenie spoleczne. Podrecznik akademicki	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e680	John McCormick	Zrozumiec Unie Europejska. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d07
e631	Hans Christian Andersen	Tylko grajek. 	Armoryka 	2014	multiformat	8.99	d04
a977	Agata Tuszynska	Cwiczenia z utraty 	Heraclon 	2015	mp3	17.99	d03
e1890	Jerzy Kasprzyk	Programowanie sterownikow przemyslowych. 	Wydawnictwo WNT 	2012	mobi	4.99	d02
a785	Andrzej Stasiuk	Dziennik pisany pozniej 	Czarne 	2011	mp3	17.99	d03
e528	Redakcja: Bogna Pilarczyk, Henryka Mruka	Kompendium wiedzy o marketingu. 	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d01
e191	Agnieszka Chodkowska-Gyurics	Hurtownie danych. Teoria i praktyka. 	Wydawnictwo Naukowe PWN 	2014	epub	4.99	d02
a1439	Anthony Flint	Le Corbusier. Architekt jutra 	Biblioteka Akustyczna 	2017	mp3	28.99	d03
e376	Mariusz Trzaska	Modelowanie i implementacja systemow informatycznych. 	Wydawnictwo Polsko-Japonskiej Akademii Technik Komputerowych 	2008	pdf	13.99	d02
e596	Patryk Pic, Rafal Bury, Marlena Gancarzewicz, Lukasz Pawelczyk	Od zera do ECeDeeLa BASE. 	ITSTART 	2014	pdf	37.99	d02
a1142	Edy Poppy	Anatomia. Monotonia 	Biblioteka Akustyczna 	2012	mp3	28.99	d04
e313	Redakcja: G. Firlit-Fesnak, M. Szylko-Skoczny	Polityka spoleczna. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e1155	Mariusz Flasinski	Zarzadzanie projektami informatycznymi. 	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d01
e117	Jacek Kowalski, Anna Loba, Miroslaw Loba, Jan Prokop	Dzieje kultury francuskiej. 	Wydawnictwo Naukowe PWN 	2007	mobi	4.99	d05
e1880	Redakcja: Teresa Porebska-Miac, Henryk Sroka	Systemy wspomagania organizacji SWO 2014. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2014	pdf	12.99	d02
a1675	Jan Chryzostom Pasek	Pamietniki 	SMPB 	2008	mp3	18.99	d03
a788	Eliza Orzeszkowa	Nad Niemnem	Biblios 	2006	mp3	11.99	d04
e156	Redakcja: Andrzej Gospodarowicz	Finanse - nowe wyzwania teorii i praktyki. Bankowosc. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2011	epub	4.99	d01
e1679	Zenon Klemensiewicz	Historia jezyka polskiego. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d05
e1356	Grzegorz Lukasiewicz	Kapital ludzki organizacji. Pomiar i sprawozdawczosc	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d01
e1308	Maria Paprocka	Usmiech zycia. 	Literatura Net Pl 	2001	epub	5.99	d04
e1209	Marek Dylewski, Beata Filipiak, Malgorzata Gorzalczynska-Koczkodaj	Finanse samorzadowe. Narzedzia, decyzje, procesy. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d01
e950	Michal Luczewski	Odwieczny narod. Polak i katolik w Zmiacej	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2012	pdf	18.99	d05
a1663	Melchior Wankowicz	Anoda i Katoda Tom 2 	Heraclon 	2016	mp3	17.99	d03
e444	Agnieszka Snarska	Statystyka Ekonometria Prognozowanie Cwiczenia z Excelem 2007. 	Placet 	2013	mobi	39.99	d06
e766	Rick Greenwald, Robert Stackowiak, Jonathan Stern	Oracle Database 11g. To co najwazniejsze	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d02
e380	Adam Drozdek	Wprowadzenie do kompresji danych. 	Wydawnictwo WNT 	2007	epub	4.99	d02
a659	Anna Kantoch	13 Aniol. 	Heraclon 	2014	mp3	17.99	d04
e616	Ewa Palka	Elementy algorytmiki dla poczatkujacych. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2012	epub	4.99	d02
a1631	Adam Szustak OP	Jestem Legenda VI Wielka Ryba. Droga do odpowiedzialnosci. Lekcje Sary i Tobiasza. 	RTCK, 	2014	mp3	27.99	d07
a2016	Henryk Sienkiewicz	Nowele i opowiadania  	ZIELONA SOWA 	2012	mp3	1.99	d04
e1595	Jan Cofalka	Ksiega Slazakow. 	Wydawnictwo Naukowe Scholar 	2009	mobi	27.99	d05
e1311	Redakcja: Helena Sek	Psychologia kliniczna, t. 1. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e580	Carl Chatfield, Timothy Johnson	Microsoft Project 2013 Krok po kroku. 	Promise 	2016	pdf	55.99	d02
e649	Miroslaw Banko	Wyklady z polskiej fleksji. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d05
e1108	Piotr Stanczyk	Algorytmika praktyczna. Nie tylko dla mistrzow	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d02
e461	Redakcja: Dorota Kotlorz	Deregulacja rynku pracy i koszty pracy jako determinanty wzrostu zatrudnienia. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2009	epub	4.99	d01
e458	Hotek Mike	MCTS Egzamin 70-432: Implementacja i obsluga Microsoft SQL Server 2008 Training Kit. 	Promise 	2016	pdf	104.99	d02
e1335	Jozef Bednarek	Multimedia w ksztalceniu. 	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d07
e1964	Urszula Kierczak	Koncepcja wychowania fizycznego dla wszystkich etapow edukacji Zdrowie-Sport-Rekreacja. Szkola ponadgimnazjalna	Oficyna Wydawnicza IMPULS 	2012	multiformat	17.99	d07
e961	R.P. Feynman, R.B. Leighton, M. Sands	Feynmana wyklady z fizyki. Tom 1.2. Optyka, termodynamika, fale. 	Wydawnictwo Naukowe PWN 	2014	mobi	4.99	d06
e2052	Curtis Frye	Microsoft Excel 2016 Krok po kroku. 	Promise 	2017	pdf	65.99	d02
a619	Lawrence Grobel	Brando Rozmowy 	Heraclon 	2016	mp3	20.99	d03
e1277	Redakcja: Wlodzimierz Kurek	Turystyka. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e890	Redakcja: Anna Maria Zawadzka	Psychologia zarzadzania w organizacji. 	Wydawnictwo Naukowe PWN 	2010	mobi	4.99	d07
a423	Hal Burrows, Ken Blanchard, William Oncken	Jednominutowy menedzer spotyka malpe. 	MT Biznes 	2011	mp3	15.99	d01
e778	Jewgienij M. Lifszyc, Lew P. Pitajewski	Fizyka statystyczna. Cz. 2. Teoria materii skondensowanej. 	Wydawnictwo Naukowe PWN 	2011	epub	4.99	d06
a898	Jan Grzegorczyk	Adieu. Przypadki ksiedza Grosera. audiobook. 	ZYSK I S-KA 	2014	mp3	21.99	d04
e952	Helena Rasiowa	Wstep do matematyki wspolczesnej. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
e637	Artur Duda	Performans na zywo. Jako medium i obiekt mediatyzacji. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2011	pdf	37.99	d05
e805	Aleksiej I. Kostrikin	Wstep do algebry, cz. 3. Podstawowe struktury algebraiczne	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d06
e967	Redakcja: Anna Fidelus	Oblicza wykluczenia i marginalizacji spolecznej. 	Wydawnictwo Uniwersytetu Kardynala Stefana Wyszynskiego 	2011	pdf	17.99	d07
e1703	Maurice Obstfeld, Paul R. Krugman	Ekonomia miedzynarodowa, t. 1. Teoria i polityka	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
a1655	Maria Konopnicka	Nasza Szkapa 	SMPB 	2008	mp3	9.99	d04
e2101	Roman Batko	Zarzadzanie jakoscia w urzedach gminy. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2009	epub	4.99	d01
e741	Alicja Zarowska, Waldemar Weglarz	ECDL na skroty. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d02
e1482	Wojciech Grzegorczyk	Strategie marketingowe przedsiebiorstw na rynku miedzynarodowym. 	Wydawnictwo Uniwersytetu Lodzkiego 	2011	epub	4.99	d01
e512	Piotr Schmandt	Gdanski depozyt. 	Oficynka 	2011	multiformat	21.99	d04
e1787	Jerzy Franczak	NN. 	ha!art 	2012	pdf	14.99	d04
e1820	Zdzislaw Szyjewski	Zarzadzanie projektami informatycznymi. Metodyka tworzenia systemow informatycznych	Placet 	2001	pdf	39.99	d02
e1081	Stanislaw Romanowski, Dorota Swiatla-Wojcik	Symulacje komputerowe w fizyce i chemii. Wybrane zagadnienia	Akademia Humanistyczno-Ekonomiczna 	2011	pdf	29.99	d02
e1382	Krzysztof Wolk	Praktyczny przewodnik po MAC OS X Server 10.6 oraz 10.7. 	Psychoskok 	2012	epub	14.99	d02
e1918	Anna Swiderkowna	Rozmowy o Biblii. Opowiesci i przypowiesci. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d05
e210	Honore de Balzac	Tajemniczy dwor. La Grande Breteche. 	Armoryka 	2014	multiformat	6.99	d04
e2093	Jerzy Surma	Business Intelligence. Systemy wspomagania decyzji biznesowych	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d01
a1105	Nicholas Sparks	Aniol stroz 	Albatros 	2013	mp3	27.99	d04
a1227	Daniel Klein, Thomas Cathcart	Heidegger i hipopotam ida do nieba. O zyciu, smierci i zaswiatach na serio i w zartach	Media Rodzina 	2013	mp3	18.99	d07
e851	Wlodzimierz Stankiewicz	Zadania z matematyki dla wyzszych uczelni technicznych. Czesc A i B. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
a1413	Janusz Kochanowski	Fraszki i Treny. 	SMPB 	2010	mp3	18.99	d04
e904	Jan Czerniawski	Ruch, przestrzen, czas. Protofizyczne i metafizyczne aspekty podstaw fizyki relatywistycznej. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2009	mobi	4.99	d06
e1847	Kazimierz Turalinski	Przestepczosc zorganizowana w III RP. 	Wydawnictwo e-bookowo 	2011	pdf	19.99	d05
e280	Wiktor Gomulicki	Wspomnienia niebieskiego mundurka. 	Armoryka 	2014	multiformat	6.99	d04
a825	Jaroslaw Kaniewski	Josip Broz Tito 	Audioclub.pl/Bellona 	2009	mp3	11.99	d03
e498	Wladyslaw Stanislaw Reymont	Chlopi	Aleksandria 	2012	epub	8.99	d04
e1613	Maria Balcerowicz-Szkutnik, Monika Dyduch, Wlodzimierz Szkutnik	Wybrane modele i analizy rynku pracy. Uwarunkowania rynku pracy i wzrostu gospodarczego. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	mobi	4.99	d01
e1249	Krzysztof Sacha	Inzynieria oprogramowania. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d02
a1039	Melchior Wankowicz	Atlantyk Pacyfik Tom 1 	Heraclon 	2014	mp3	20.99	d03
e482	Redakcja: Barbara Sosinska-Kalata	UKD w srodowisku komputerowym. 	SBP 	2004	pdf	0	d02
e896	Gynvael Coldwind	Zrozumiec programowanie. 	Wydawnictwo Naukowe PWN 	2015	multiformat	38.99	d02
a2047	Marek Kwiatkowski	Gawedy Warszawskie. 	Biblioteka Akustyczna 	2009	mp3	24.99	d05
e2098	Steven Feuerstein, Bill Pribyl, Chip Dawes	Oracle PL/SQL. Kieszonkowy slownik jezyka. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d02
e1185	Artur Bielinski	Inteligentne algorytmy. 	Wydawnictwo e-bookowo 	2015	pdf	10.99	d02
a2044	Agnieszka Przybysz	CELNE CELE. Siegnij Gwiazd praktykuj Sekret. 	Coaching Institute 	2013	mp3	35.99	d07
a1132	Jurij Wolkonski	Spirala nienawisci 	Audioclub.pl/Bellona 	2006	mp3	11.99	d03
e1167	Rafal Janus	Excel w praktyce, 7/15	Wiedza i Praktyka 	2015	epub	59.99	d02
a206	Ellen Gould White	Jezus syn Marii - Pragnienie Wiekow. 	Christ Media 	2012	mp3	14.99	d05
e829	Maria Bogucka	Kazimierz Jagiellonczyk i jego czasy. 	Universitas 	2009	pdf	7.99	d05
e193	Dorota Zdunkiewicz-Jedynak	Wyklady ze stylistyki. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d05
a1004	Peter Wohlleben	Sekretne zycie drzew 	Biblioteka Akustyczna 	2016	mp3	28.99	d03
a696	Grazyna Jagielska	Korespondent. 	Biblioteka Akustyczna 	2014	mp3	28.99	d05
