ID_publikacji	Autor	Tytul	Wydawnictwo	Rok wydania	Format	Cena	ID_dziedziny
e1935	Lidia Zbiegien-Maciag	Kultura w organizacji. Identyfikacja kultur znanych firm	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e820	Andrzej Piosik	Zasady rachunkowosci zarzadczej. 	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d01
e1792	Tomasz Przechlewski	Modelowanie satysfakcji, uzytecznosci i wykorzystania oprogramowania Open Source. 	Wydawnictwo Uniwersytetu Gdanskiego 	2012	epub	4.99	d02
e909	George Byron	Wyspa czyli Christian i jego towarzysze. 	Armoryka 	2014	multiformat	5.99	d04
e1328	Stefan Stryczek	Naped hydrostatyczny t.1. 	Wydawnictwo WNT 	2013	mobi	4.99	d06
e1803	Joe Celko	SQL. Zaawansowane techniki programowania. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d02
e1280	Joan Lambert	Microsoft Outlook 2016 Krok po kroku. 	Promise 	2017	pdf	46.99	d02
e1734	Redakcja: Renata Mackowska	Public Relations. Efektywne komunikowanie w teorii i praktyce. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	mobi	4.99	d01
a1143	Ken Canfield	Na wodach doroslosci. Dla ojcow dzieci pelnoletnich. 	Rafal Janus, 	2014	mp3	18.99	d07
e1555	Rafal Janus	Excel w praktyce, 11/15	Wiedza i Praktyka 	2015	pdf	59.99	d02
e1807	Piotr Dlugosz	Aspiracje zyciowe mlodziezy pogranicza. 	Oficyna Wydawnicza IMPULS 	2009	pdf	13.99	d07
e1225	Piotr Stanczyk	Algorytmika praktyczna. Nie tylko dla mistrzow	Wydawnictwo Naukowe PWN 	2009	pdf	4.99	d02
e466	Rafal Janus	Excel w praktyce, 4/15	Wiedza i Praktyka 	2015	epub	59.99	d02
e690	Praca zbiorowa	Katastrofy i zagrozenia we wspolczesnym swiecie. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d07
e1124	Aleksander Fredro	Zemsta 	Aleksandria 	2015	epub	8.99	d04
e1509	Rafal Janus	Excel w praktyce, 11,12/15	Wiedza i Praktyka 	2015	pdf	59.99	d02
a1396	Daniel Defoe	Robinson Crusoe 	Biblioteka Akustyczna 	2015	mp3	20.99	d04
e1722	Wieslawa J. Kaczor, Maria T. Nowak	Zadania z analizy matematycznej. Calkowanie, cz. 3. 	Wydawnictwo Naukowe PWN 	2012	mobi	4.99	d06
e1975	Boleslaw Niemierko	Diagnostyka edukacyjna. Podrecznik akademicki. 	Wydawnictwo Naukowe PWN 	2009	multiformat	30.99	d07
e754	Katarzyna Roginska	Wieza Sokola. 	Oficynka 	2011	multiformat	21.99	d04
e1856	Cecylia Niewiadomska	Kobieta w Polsce. 	Imprint sp. z o.o. 	2010	epub	4.99	d04
e992	Rafal Janus	Excel w praktyce, 3,4/15	Wiedza i Praktyka 	2015	epub	59.99	d02
e968	Edward Lubowski	Ah jakimz Kubus byl artysta. 	Imprint sp. z o.o. 	2010	epub	4.99	d04
e917	Jan Sikora	Numeryczne metody rozwiazywania zagadnien brzegowych.	Politechnika Lubelska 	2012	pdf	18.99	d02
e1461	Anna Klejzerowicz	Ostatnia karta jest smierc. 	Oficynka 	2010	multiformat	15.99	d04
e1431	Adam Mickiewicz	Pan Tadeusz	Aleksandria 	2013	epub	8.99	d04
e608	Christopher Andersen	Mick. Szalone zycie i geniusz Jaggera	Insignis 	2012	multiformat	25.99	d04
a1256	Swietlana Aleksijewicz	Ostatni swiadkowie 	Czarne 	2013	mp3	23.99	d03
e536	Przemyslaw Kajetanowicz, Jedrzej Wierzejewski	Algebra z geometria analityczna. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d06
e609	Zbylut Grzywacz	Memlary i inne teksty przy zyciu i sztuce. 	Universitas 	2009	pdf	5.99	d05
e1891	Piotr Porwik	Wybrane metody cyfrowego przetwarzania sygnalow z przykladami programow w Matlabie. 	Uniwersytet Slaski 	2015	mobi	15.99	d02
a557	Henryk Sienkiewicz	Orso 	PROMATEK 	2012	mp3	9.99	d04
a603	Hanna Cygler	Zlodziejki czasu 	Rebis 	2015	mp3	27.99	d04
e799	Redakcja: Grzegorz Ciesielski, Krzysztof Gniotek	Dziedziny zastosowan informatyki. 	Wyzsza Szkola Humanistyczno-Ekonomiczna we Wloclawku 	2008	pdf	6.99	d02
e268	Magdalena Szpotowicz, Malgorzata Szulc-Kurpaska	Teaching English to Young Learners. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d05
e183	Franciszek Grabski, Jerzy Jazwinski	Metody bayesowskie w niezawodnosci i diagnostyce z przykladami. 	Wydawnictwa Komunikacji i Lacznosci 	2001	epub	4.99	d06
e454	Redakcja: Maria Michalowska	Efektywnosc transportu w teorii i w praktyce. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	mobi	4.99	d01
e227	Przemyslaw Borkowski	Hotel Zaswiat. 	Oficynka 	2012	multiformat	21.99	d04
e477	Joan Lambert, Joyce Cox	Microsoft PowerPoint 2013 Krok po kroku. 	Promise 	2016	pdf	45.99	d02
e1754	Isaac Newton	Matematyczne zasady filozofii naturalnej. 	Copernicus Center Press 	2015	multiformat	94.99	d06
a259	Michal Olszewski	CREDO. Tom I. 	RTCK 	2013	mp3	23.99	d05
e174	George Byron	Powiesci. 	Imprint sp. z o.o. 	2010	epub	4.99	d04
e448	Orin Thomas	Egzamin 70-347 Udostepnianie uslug Office 365. 	Promise 	2016	pdf	85.99	d02
e112	Katarzyna Stabryla-Chudzio	Rola budzetu Unii Europejskiej w integracji spoleczno-gospodarczej. 	Wydawnictwo Uniwersytetu Ekonomicznego w Krakowie 	2011	epub	4.99	d01
e1285	Michal Szurek	O nauczaniu matematyki. Wyklady dla nauczycieli i studentow. Tom 2. 	GWO 	2006	pdf	15.99	d06
e213	Miroslaw Szukiewicz	Program Maple w obliczeniach inzynierskich i naukowych. 	Fosze 	2014	epub	28.99	d06
e1532	C.S. Lewis	Mroczna wieza. 	Esprit 	2014	multiformat	25.99	d04
e1171	Rafal Janus	Excel w praktyce, 10/14	Wiedza i Praktyka 	2014	pdf	91.99	d02
e1087	Pola Gojawiczynska	Dziewczeta z Nowolipek. 	SMPB 	2010	mobi	23.99	d04
e1120	Lech T. Polkowski, Maria Polkowska	Matematyka dla humanistow: elementy matematyki dla studentow nauk humanistycznych i spolecznych. 	SBP 	1994	pdf	0	d06
e2040	Antoni Czechow	Pojedynek. 	Literatura Net Pl 	2000	epub	5.99	d04
e449	Grazyna Rozanska	Zaistniec w kulturze. O ksztalceniu kompetencji kulturowej uczniow w edukacji polonistycznej. 	Wydawnictwo Naukowe Akademii Pomorskiej w Slupsku 	2011	mobi	4.99	d05
e1393	Tomasz Szapiro, Walerian Dubnicki, Jacek Klopotowski	Analiza matematyczna. Podrecznik dla ekonomistow. 	Wydawnictwo Naukowe PWN 	2010	mobi	4.99	d06
e1528	Renata Grzegorczykowa	Wprowadzenie do semantyki jezykoznawczej. 	Wydawnictwo Naukowe PWN 	2011	epub	4.99	d05
a1160	Elizabeth Gilbert	Botanika duszy. 	Rebis 	2014	mp3	31.99	d04
e885	Sasza Hady	Morderstwo na mokradlach. 	Oficynka 	2012	multiformat	23.99	d04
e888	Wieslaw Porebski	Jezyk C++. Standard ISO. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d02
e1545	Jim Al-Khalili	Paradoks. Dziesiec najwiekszych zagadek fizyki	Proszynski Media 	2014	multiformat	24.99	d06
e176	Boleslaw Prus	Lalka	ZIELONA SOWA 	2012	pdf	6.99	d04
e1962	Brian Cox, Jeff Forshaw	Dlaczego E=mc2 (i dlaczego powinno nas to obchodzic). 	Proszynski Media 	2013	multiformat	22.99	d06
e1699	Tadeusz Filar	Ukrainskie galicyjskie sfery gospodarcze w Drugiej Rzeczypospolitej. 	Wydawnictwo Uniwersytetu Ekonomicznego w Krakowie 	2011	epub	4.99	d05
e1604	Wolfgang Demtroder	Fizyka doswiadczalna 1. Mechanika i cieplo	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2011	pdf	37.99	d06
e1694	Redakcja: Ewa Murawska	Obraz szkoly i nauczyciela. Egzemplifikacje teoretyczne i empiryczne. 	Oficyna Wydawnicza IMPULS 	2010	pdf	20.99	d07
e1990	Stefan Zeromski	Ludzie bezdomni	ZIELONA SOWA 	2012	epub	1.99	d04
e1511	Teresa Dunin-Karwicka	Drzewo na miedzy. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2012	pdf	18.99	d05
e809	Manus I. Midlarsky	Ludobojstwo w XX wieku. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d05
e1993	Jerzy Jaworski, Zbigniew Palka, Jerzy Szymanski	Matematyka dyskretna dla informatykow. Czesc I: elementy kombinatoryki	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2011	epub	4.99	d06
e1688	Gabriela Besler	Gottloba Fregego koncepcja analizy filozoficznej. 	Uniwersytet Slaski 	2014	pdf	15.99	d06
e1554	Malgorzata Pilaszek	Procesy o czary w Polsce w wiekach XV - XVII. 	Universitas 	2008	pdf	8.99	d05
e978	Krystyna Skarzynska	Czlowiek a polityka. Zarys psychologii politycznej. 	Wydawnictwo Naukowe Scholar 	2005	pdf	32.99	d07
e925	Marian Kallas	Historia ustroju Polski. 	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d05
e1448	Rafal Janus	Excel w praktyce, 6,7/14. 	Wiedza i Praktyka 	2014	pdf	91.99	d02
e981	Wlodzimierz Krysicki, Jerzy Bartos, Waclaw Dyczka	Rachunek prawdopodobienstwa i statystyka matematyczna w zadaniach, cz. 1. Rachunek prawdopodobienstwa	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d06
e1819	Denis Diderot	Zakonnica. 	Literatura Net Pl 	2000	epub	5.99	d04
e822	Krzysztof Wolk	Biblia Windows Server 2012. Podrecznik Administratora	Psychoskok 	2012	mobi	22.99	d02
e527	Johann Wolfgang von Goethe	Cierpienia mlodego Wertera	Imprint sp. z o.o. 	2010	epub	4.99	d04
e719	Andrzej K. Kozminski	Zarzadzanie w warunkach niepewnosci. Podrecznik dla zaawansowanych	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e1889	Rafal Janus	Excel w praktyce, 5/16	Wiedza i Praktyka 	2016	pdf	59.99	d02
e1059	Redakcja: Wlodzimierz Chybowski	Lekcje ze zrodlami. Wiek XX, Konspekty i scenariusze lekcji dla nauczycieli. 	Wydawnictwo Naukowe PWN 	2002	mobi	4.99	d05
e1114	Wladyslaw Stanislaw Reymont	Chlopi	Biblios 	2007	mobi	11.99	d04
e1054	Ireneusz Gosciniak	Nowe ujecie wybranych zagadnien optymalizacji. 	Uniwersytet Slaski 	2014	epub	15.99	d02
e1698	Krzysztof Barteczko	JAVA. Programowanie praktyczne od podstaw. 	Wydawnictwo Naukowe PWN 	2014	multiformat	30.99	d02
e828	Lucjan Mis	Problemy spoleczne. Teoria, metodologia, badania	Wydawnictwo Uniwersytetu Jagiellonskiego 	2007	epub	4.99	d07
a1205	Hans Christian Andersen	Basnie 1. 	Media Rodzina 	2013	mp3	8.99	d07
e1647	Roman Leitner, Wojciech Matuszewski, Zdzislaw Rojek	Zadania z matematyki wyzszej czesc 2. 	Wydawnictwo WNT 	2013	epub	4.99	d06
e1725	Oren Patashnik, Ronald L. Graham, Donald E. Knuth	Matematyka konkretna. 	Wydawnictwo Naukowe PWN 	2011	pdf	4.99	d06
e833	Andrzej Jaskulski	Autodesk Inventor 2010PL/2010. Metodyka projektowania dla uzytkownikow wersji 2009	Wydawnictwo Naukowe PWN 	2009	epub	3.99	d02
e1341	Michal Heller	Philosophy of Chance. A cosmic fugue with a prelude and a coda	Copernicus Center Press 	2012	multiformat	94.99	d06
e1552	Kenneth A. Ross, Charles R.B. Wright	Matematyka dyskretna. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d06
e404	Redakcja: Bronislawa Dymara	Dziecko w swiecie zabawy. O kulturze, cechach i wartosciach ludycznej edukacji 	Oficyna Wydawnicza IMPULS 	2009	pdf	20.99	d07
a674	Bartek Sabela	Moze (morze) wroci 	Helion 	2016	mp3	24.99	d03
a1052	Henryk Sienkiewicz	Hania 	PROMATEK 	2012	mp3	14.99	d04
e1952	Agata Jakubowska	Public relations w ksztaltowaniu wizerunku instytucji finansowych. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	epub	4.99	d01
e1289	Eliza Orzeszkowa	Marta. 	Imprint sp. z o.o. 	2010	epub	4.99	d04
a203	Zbigniew Damski	Salut dla Wichra. 	Audioclub.pl/Bellona 	2006	mp3	11.99	d05
a1496	Boleslaw Prus	Katarynka 	PROMATEK 	2011	mp3	9.99	d04
a1103	Peter Wohlleben	Duchowe zycie zwierzat 	Biblioteka Akustyczna 	2017	mp3	28.99	d03
a1579	Agnieszka Lingas-Loniewska	W zapomnieniu 	Novae Res 	2012	mp3	19.99	d04
e808	Zbigniew Bojarski, Marek Gigla, Kazimierz Stroz, Marian Surowiec	Krystalografia. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d06
a1908	Witold Gombrowicz	Dziennik t.2 i 3 - audiobook 	Wydawnictwo Literackie 	2014	mp3	40.99	d03
e384	Gustaw Flaubert	Herodiada. 	Literatura Net Pl 	2000	mobi	5.99	d04
e135	Andrzej Szwedowski, Ryszard Romaniuk	Szklo optyczne i fotoniczne. Wlasciwosci techniczne. 	Wydawnictwo WNT 	2009	epub	4.99	d06
e1325	Praca zbiorowa	Microsoft SQL Server 2012 Integration Services. 	Promise 	2016	pdf	75.99	d02
e214	Karol May	Tajemnica Mikstekow. Rozbojnicy z Maladety. 	SMPB 	2011	epub	18.99	d04
a1076	Kornel Makuszynski	Szatan z siodmej klasy 	Aleksandria 	2009	mp3	21.99	d04
e1772	Krzysztof Wojtuszkiewicz	Programowanie strukturalne i obiektowe. T. 1. Programowanie strukturalne	Wydawnictwo Naukowe PWN 	2009	pdf	4.99	d02
a1031	Angelika Kuzniak	Stryjenska Diabli nadali 	Czarne 	2016	mp3	33.99	d03
e262	Robert Cichowlas, Kazimierz Kyrcz	Efemeryda. 	Oficynka 	2011	multiformat	21.99	d04
e583	Andy Penver	Integrowanie Oracle E-Business Suite R12 oraz tworzenie i rozszerzanie OA Framework. 	Promise 	2015	pdf	55.99	d02
e410	Redakcja: Teresa Famulska	Gospodarka finansowa jednostek samorzadu terytorialnego w warunkach integracji europejskiej. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2009	pdf	4.99	d01
e232	Redakcja: dr Alicja Moleda	Matematyka-Arkusz maturalny. MegaMatma nr 2. Poziom rozszerzony.	MEGAWIEDZA 	2012	pdf	9.99	d06
a1732	Henryk Sienkiewicz	Quo Vadis	SMPB 	2006	mp3	18.99	d04
e2087	Andrew Troelsen	Jezyk C# 2008 i platforma .NET 3.5. 	Wydawnictwo Naukowe PWN 	2009	pdf	4.99	d02
e1471	Andrzej Dabrowka	Sredniowiecze. Korzenie	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d05
a323	Janusz Leon Wisniewski	Grand. 	Wielka Litera 	2014	mp3	25.99	d04
e326	Stanislaw Kruk	Asembler. Wyklady i cwiczenia. 	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d02
e1817	Praca zbiorowa	Didactics of Mathematics 10 (14). 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2013	pdf	0	d06
e1035	Witold Kolodziej	Analiza matematyczna. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
e1869	Denis Avey, Rob Broomby	Czlowiek, ktory wkradl sie do Auschwitz. 	Insignis 	2011	multiformat	16.99	d04
e1235	Redakcja: Teresa Cebrowska	Rachunkowosc finansowa i podatkowa. 	Wydawnictwo Naukowe PWN 	2010	multiformat	44.99	d01
a1430	Fabian Blaszkiewicz	Jestem legenda III Obudz w sobie przywodce. Lekcje Mojzesza 	RTCK, 	2013	mp3	27.99	d07
a358	Jan Kochanowski	Odprawa Poslow Greckich 	Aleksandria 	2015	mp3	8.99	d04
a1704	Jadwiga Wolowska, Renata Biernacka	Biologia - Czlowiek. Uklady szkieletowy, pokarmowy, krwionosny, oddechowy. 	Marekas Management 	2007	mp3	4.99	d06
e1859	Jozef Ignacy Kraszewski	Stara basn. 	Armoryka 	2014	multiformat	8.99	d04
e974	Danuta Wosik-Kawala, Teresa Lewandowska-Kidon	Rozwijanie poczucia wlasnej wartosci u dzieci w mlodszym wieku szkolnym. 	Oficyna Wydawnicza IMPULS 	2009	pdf	13.99	d07
e354	Redakcja: Gabriela Lukasik	Analiza finansowa w procesie decyzyjnym wspolczesnego przedsiebiorstwa. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2009	mobi	4.99	d01
a553	Maurice Leblanc	Arsene Lupin dzentelmen wlamywacz. 	Heraclon 	2014	mp3	15.99	d04
e972	Rafal Janus	Excel w praktyce, 6/15 	Wiedza i Praktyka 	2015	epub	59.99	d02
e1966	Redakcja: Aleksander Panasiuk	Gospodarka turystyczna. Zarzadzanie jakoscia	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e997	Michal Heller	Granice kosmosu i kosmologii. 	Wydawnictwo Naukowe Scholar 	2005	pdf	25.99	d06
a1839	Jadwiga Wolowska, Renata Biernacka	Biologia - Czlowiek. Uklady wydalniczy i hormonalny. Narzady zmyslow. 	Marekas Management 	2007	mp3	4.99	d06
e572	Ken Blanchard	Przywodztwo wyzszego stopnia. Blanchard o przywodztwie i tworzeniu efektywnych organizacji. 	Wydawnictwo Naukowe PWN 	2016	multiformat	38.99	d01
a1877	Julia Duszynska	Cudaczek Wysmiewaczek 	Siedmiorog 	2012	mp3	13.99	d04
e1610	Rafal Janus	Excel w praktyce, 5,6/14	Wiedza i Praktyka 	2014	pdf	4.99	d02
e2099	Janusz A. Majcherek	Kultura, osoba, tozsamosc. Z zagadnien filozofii i socjologii kultury. 	Wydawnictwo Naukowe Uniwersytetu Pedagogicznego w Krakowie 	2009	mobi	4.99	d05
e711	Jacek Skowronski	Mucha. 	Oficynka 	2010	multiformat	19.99	d04
a975	Karol May	Tajemnica Mikstekow. Rozbojnicy z Maladety. 	SMPB 	2011	mp3	18.99	d04
a325	Ken Canfield	Wspolne odkrywanie swiata. Dla ojcow dzieci w wieku szkolnym. 	Rafal Janus, 	2011	mp3	18.99	d07
a976	Beata Kozyra	Komunikacja bez barier. 	MT Biznes 	2008	mp3	23.99	d07
e1896	Jadwiga Daszykowska	Jakosc zycia w perspektywie pedagogicznej. 	Oficyna Wydawnicza IMPULS 	2010	pdf	15.99	d07
e986	Tadeusz Paleczny	Nowe ruchy spoleczne. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2010	mobi	4.99	d07
a2097	Marta Bogacka	Bokser z Auschwitz Losy Tadeusza Pietrzykowskiego 	Demart 	2012	mp3	23.99	d03
e1043	Wieslaw Glinski, Henryk Rybinski	Tworzenie i udostepnianie baz danych w sieci www: podrecznik dla bibliotekarzy i dokumentalistow. 	SBP 	2004	pdf	0	d02
e457	Iwo Bialynicki-Birula, Iwona Bialynicka-Birula	Modelowanie rzeczywistosci. jak w komputerze postrzega sie swiat	Wydawnictwo WNT 	2014	mobi	4.99	d02
e1310	Redakcja: Bronislaw Urban, Jan M. Stanik	Resocjalizacja, t. 1. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e1981	Iga Rudawska	Opieka zdrowotna. Aspekty rynkowe i marketingowe	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d01
e1813	Rafal Janus	Excel w praktyce, 10/15	Wiedza i Praktyka 	2015	epub	59.99	d02
e1503	Jerzy A. Ejsmont	Amunicja i jej elaboracja. Praktyczny poradnik	Wydawnictwo WNT 	2012	epub	4.99	d06
e1282	Zbigniew Dobosiewicz	Wprowadzenie do finansow i bankowosci. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d01
a413	Artur Gorski	"MASA o kobietach polskiej mafii Jaroslaw ""Masa"" Sokolowski w rozmowie z Arturem Gorskim "	Proszynski Media 	2014	mp3	22.99	d03
e782	Ilona Woronow	Romantyczna idea korespondencji sztuk. Stendhal, Hoffman, Baudleaire, Norwid. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2008	epub	4.99	d05
e429	Dorota Korenik, Stanislaw Korenik	Podstawy finansow. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e692	Malgorzata Chaladus	Humor, satyra. 	Psychoskok 	2014	multiformat	11.99	d04
e1788	Piotr Zarzycki, Waclaw Marzantowicz	Elementarna teoria liczb. 	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d06
e654	Wiktor Marek, Janusz Onyszkiewicz	Elementy logiki i teorii mnogosci w zadaniach. 	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d06
a1304	Rafal Debski	Kiedy Bog zasypia. 	Heraclon 	2014	mp3	15.99	d04
e222	Aleksander Smolar	Tabu i niewinnosc. 	Universitas 	2010	pdf	7.99	d05
e1008	Dmitry Glukhovsky	Metro 2034. 	Insignis 	2010	multiformat	25.99	d04
e151	Krzysztof Wojtowicz	O pojeciu dowodu w matematyce. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2012	pdf	16.99	d06
e1888	Christian Douglas-Kozlowska	Difficult Words In Polish-English Translation. Wyrazy i wyrazenia trudne do przetlumaczenia na jezyk angielski. 	Wydawnictwo Naukowe PWN 	2010	mobi	4.99	d05
e1273	Ian Wood	Krolestwa Merowingow 450-751. Wladza - spoleczenstwo - kultura. 	Wydawnictwo Naukowe PWN 	2009	multiformat	30.99	d05
e1377	Rafal Janus	Excel w praktyce, 2,16	Wiedza i Praktyka 	2016	epub	59.99	d02
e749	Lucjan Jarczyk	Wczesny rozwoj wszechswiata. 	Wydawnictwo WNT 	2012	epub	4.99	d06
e565	Kazimierz Kuratowski	Rachunek rozniczkowy i calkowy. Funkcje jednej zmiennej	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d06
e1429	Anna M. Kwiatkowska	Systemy wspomagania decyzji. Jak korzystac z WIEDZY i informacji	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d02
e1524	Bartlomiej Gawin	Systemy informatyczne w zarzadzaniu procesami Workflow. 	Wydawnictwo Naukowe PWN 	2015	multiformat	33.99	d02
a2072	Lawrence Grobel	Truman Capote Rozmowy 	Heraclon 	2015	mp3	20.99	d03
a409	Hanna Cygler	Dobre geny 	Heraclon 	2015	mp3	15.99	d04
e368	Redakcja: A. Glowacki, Pawel Chmielewski	W kregu historii Europy Wschodniej. Studia i szkice	Wydawnictwo Uniwersytetu Lodzkiego 	2009	epub	4.99	d05
e1366	Brust Andrew, Lobel Leonard G.	Programowanie Microsoft SQL Server 2012. 	Promise 	2016	pdf	132.99	d02
e231	Grazyna Gunia	Terapia logopedyczna dzieci z zaburzeniami sluchu i mowy.	Oficyna Wydawnicza IMPULS 	2013	multiformat	15.99	d07
e1488	Przemyslaw Berowski	Podstawy optymalizacji statycznej. 	Instytut Elektrotechniki 	2012	epub	4.99	d06
e681	Hubert Karbowy	Angielski w pracy i biznesie. Intensywny kurs w 30 lekcjach	Lingo 	2009	pdf	17.99	d05
e1204	Wojciech Rojek	Historia nowoczesnych stosunkow miedzynarodowych. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d07
a641	Antoni Ferdynand Ossendowski	Lenin 	Heraclon 	2016	mp3	17.99	d03
e501	Katarzyna Chrudzimska-Uhera	Rzezba w architekturze. 	Wydawnictwo Uniwersytetu Kardynala Stefana Wyszynskiego 	2008	pdf	14.99	d05
a223	Marek Rabij	Zycie na miare. Odziezowe niewolnictwo 	Biblioteka Akustyczna 	2016	mp3	33.99	d03
e1290	Redakcja: Jerzy Hausner	Administracja publiczna. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e1644	Beata Guzowska, Krzysztof Tonder	Puzzle matematyczne Dodawanie i odejmowanie do 20. 6-8 lat	LITERAT HENRYK PLONCZYNSKI 	2013	pdf	3.99	d06
a1592	Pawel Szuszczyski	65 dni operacji Dunaj 	Heraclon 	2014	mp3	15.99	d03
e906	Wojciech Jablonski	Wywiad telefoniczny ze wspomaganiem komputerowym (CATI). Dzialania ankieterskie w call centers	Wydawnictwo Uniwersytetu Lodzkiego 	2016	pdf	16.99	d02
a1589	Ks.Marek Dziewiecki	Plec Roznorodnosc/Roznojednosc 	RTCK, 	2014	mp3	26.99	d07
a613	Hanna Cygler	Odmiana przez przypadki 	Heraclon 	2015	mp3	15.99	d04
e2055	Nicholas C. Zakas	Wydajny JavaScript. Budowanie szybkich interfejsow aplikacji	Promise 	2016	pdf	45.99	d02
e1206	Michael Halvorson	Microsoft Visual Basic 2010 Krok po kroku. 	Promise 	2016	pdf	75.99	d02
e301	Mariusz Chrapko	CMMI. Doskonalenie procesow w organizacji	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d02
e1435	Duane Schultz, Sydney Ellen Schultz	Psychologia a wyzwania dzisiejszej pracy. 	Wydawnictwo Naukowe PWN 	2008	mobi	33.99	d07
a1831	Zbigniew Nadstoga	Zanim wyjedziesz do pracy - Angielski. 	LEKTORKLETT 	2009	mp3	37.99	d05
e1838	Rafal Janus	Excel w praktyce, 5,6/14	Wiedza i Praktyka 	2014	epub	4.99	d02
e332	Wojciech Smieja	Literatura ktorej nie ma. Szkice o polskiej literaturze homoseksualnej	Universitas 	2011	pdf	7.99	d05
a843	Jaroslaw Kaniewski	Benito Mussolini... jakiego nie znamy 	Audioclub.pl/Bellona 	2006	mp3	11.99	d03
e161	Gavin Smith	CRYSIS: Eskalacja. 	Insignis 	2013	multiformat	21.99	d04
e1970	R.P. Feynman, R.B. Leighton, M. Sands	Feynmana wyklady z fizyki. Tom 1.1. Mechanika, szczegolna teoria wzglednosci. 	Wydawnictwo Naukowe PWN 	2014	epub	4.99	d06
e1248	Bruno Schulz	Sklepy cynamonowe. 	Armoryka 	2014	multiformat	2.99	d04
e471	Alicja Sakaguchi	Jezyk - mistyka - proroctwo. Od doswiadczenia do wyslowienia. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2011	mobi	4.99	d05
a552	Iwona Dwojewska	Glodowka dla zdrowia i urody 	Audioclub.pl/Bellona, 	2006	mp3	11.99	d07
a1099	Praca zbiorowa	Ekspresowy kurs dla srednio zaawansowanych. Angielski. 	LEKTORKLETT 	2009	mp3	47.99	d05
e1129	Garofalo Raffaele	Budowanie aplikacji biznesowych za pomoca Windows Presentation Foundation i wzorca Model View ViewM. 	Promise 	2016	pdf	27.99	d02
e468	Ian Stewart	Dlaczego prawda jest piekna. O symetrii w matematyce i fizyce. 	Proszynski Media 	2014	mobi	25.99	d06
e750	Misner Stacia	Microsoft SQL Server 2012 Reporting Services Tom 1 i 2. Pakiet	Promise 	2016	pdf	113.99	d02
e1985	Redakcja: Franciszek Ziejka	Niesmiertelni. Krypta Zasluzonych na Skalce	Universitas 	2010	pdf	11.99	d05
e2078	Wolfgang Reinhard	Zycie po europejsku. Od czasow najdawniejszych do wspolczesnosci	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d07
e1309	Slawomir Grys	Arytmetyka komputerow. 	Wydawnictwo Naukowe PWN 	2007	epub	3.99	d02
a1286	Virginia C. Andrews	Rodzina Casteel 	Proszynski Media 	2015	mp3	24.99	d04
e1267	Miroslawa Kopertowska-Tomczak	PowerPoint 2007. Cwiczenia. 	Wydawnictwo Naukowe PWN 	2010	mobi	4.99	d02
e1408	Rafal Janus	Excel w praktyce, 8/14	Wiedza i Praktyka 	2014	pdf	91.99	d02
